id,started_date,crop,crop_variety,seed_brand,medium,format,seed_weight_oz,seed_media_treatment_notes,first_emerge_date,full_emerge_date,emergence_notes,date_of_first_transplant,date_of_second_transplant,harvested_on,harvest_weight_oz,hrvst_wt_lbs,harvest_week,harvest_notes,created_at,updated_at,flat_id,date_of_third_transplant,former_flat_id,seed_treatments_id,days_to_harvest_from_sew,days_to_harvest_from_soak,room_id,current_system_id,exclude_from_freshlist,force_onto_freshlist,sewn_for
248,2018-04-05,kale,red russian,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-06,2018-04-07,"",2018-04-12,2018-04-21,2018-10-05,4.08,0.255,40,formerly flat # LINDA | >50% of flat killed due to bending + wetness,2018-04-05 08:16:15 -0700,2018-10-05 09:38:32 -0700,,,,,,,1,,,,
220,2018-03-29,pea,dun,mountain valley seed co,biostrate felt,matt,7.0,no treatment,2018-04-02,2018-04-03,"",2018-04-04,2018-04-10,2018-10-05,25.98,1.62375,40,formerly flat # A | harvested 1oz @ tentril / sprout level for sample for Stephen @ Harvest,2018-03-29 14:36:40 -0700,2018-10-05 09:38:32 -0700,,,,,,,1,,,,
247,2018-04-05,pea,dun,mountain valley seed co,biostrate felt,matt,10.0,Soaked 8hrs in germ nutsol,2018-04-06,2018-04-07,"",2018-04-10,2018-04-13,2018-10-05,7.0,0.4375,40,formerly flat # MICHELLE  | delivered as live flat to rich table,2018-04-04 20:46:34 -0700,2018-10-05 09:38:32 -0700,,,,,,,1,,,,
243,2018-04-04,pea,dun,mountain valley seed co,biostrate felt,matt,8.0,soaked 6 hrs. germinated in tupperware in dark 5 days. ,2018-04-04,2018-04-05,"",2018-04-10,2018-04-12,2018-10-05,8.0,0.5,40,formerly flat # BOLT | ,2018-04-03 17:11:15 -0700,2018-10-05 09:38:32 -0700,,,,,,,1,,,,
255,2018-04-05,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.75,no treatment,2018-04-06,2018-04-07,"",2018-04-10,2018-04-17,2018-10-05,10.29,0.643125,40,formerly flat # COACH | ,2018-04-05 08:31:37 -0700,2018-10-05 09:38:32 -0700,,,,,,,1,,,,
259,2018-04-06,arugula,eruca sativa,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-08,2018-04-09,"",2018-04-10,2018-04-21,2018-10-05,8.0,0.5,40,formerly flat # CIA | delivered as live flat to InoVino,2018-04-05 20:51:52 -0700,2018-10-05 09:38:32 -0700,,,,,,,1,,,,
158,2018-03-13,broccoli,waltham 29,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-03-14,2018-03-14,"",2018-03-21,2018-03-27,2018-10-05,6.71,0.419375,40,formerly flat # PERSISTENCE | ,2018-03-13 10:11:42 -0700,2018-10-05 09:38:32 -0700,,,,,,,1,,,,
263,2018-04-10,kale,red russian,mountain valley seed co,biostrate felt,matt,0.5,no treatment,2018-04-11,2018-04-12,"",2018-04-17,2018-04-24,2018-10-05,9.84,0.615,40,formerly flat # 76ERS | ,2018-04-10 09:24:46 -0700,2018-10-05 09:38:32 -0700,,,,,,,1,,,,
268,2018-04-10,pea,dun,mountain valley seed co,biostrate felt,matt,8.0,no treatment,2018-04-12,2018-04-14,"",2018-04-17,2018-04-20,2018-10-05,8.0,0.5,40,formerly flat # HEAT | Delivered as live flat to rich table ,2018-04-10 09:45:19 -0700,2018-10-05 09:38:32 -0700,,,,,,,1,,,,
242,2018-04-04,pea,dun,mountain valley seed co,biostrate felt,matt,8.0,soaked 6 hrs. germinated in tupperware in dark 5 days. ,2018-04-04,2018-04-05,"",2018-04-10,2018-04-12,2018-10-05,13.81,0.863125,40,formerly flat # ALI | ,2018-04-03 17:10:59 -0700,2018-10-05 09:38:32 -0700,,2018-04-17,,,,,1,,,,
258,2018-04-06,arugula,eruca sativa,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-07,2018-04-08,"",2018-04-12,2018-04-21,2018-10-05,3.29,0.205625,40,formerly flat # FBI | at least 20% of flat killed due to wet + bending,2018-04-05 20:51:32 -0700,2018-10-05 09:38:32 -0700,,,,,,,1,,,,
257,2018-04-05,pea,dun,mountain valley seed co,biostrate felt,matt,10.0,no treatment,2018-04-07,2018-04-09,"",2018-04-10,2018-04-17,2018-10-05,31.91,1.994375,40,formerly flat # BOO | ,2018-04-05 16:41:23 -0700,2018-10-05 09:38:32 -0700,,2018-04-20,,,,,1,,,,
264,2018-04-10,kale,red russian,mountain valley seed co,biostrate felt,matt,0.5,no treatment,2018-04-11,2018-04-12,"",2018-04-17,2018-04-24,2018-10-05,10.54,0.65875,40,formerly flat # RAPTORS | ,2018-04-10 09:25:39 -0700,2018-10-05 09:38:32 -0700,,,,,,,1,,,,
261,2018-04-06,arugula,eruca sativa,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-07,2018-04-08,"",2018-04-12,2018-04-21,2018-10-05,3.29,0.205625,40,"formerly flat # NSA | at least 20% of flat killed due to wet + bending				
",2018-04-05 20:59:57 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
269,2018-04-10,pea,dun,mountain valley seed co,biostrate felt,matt,8.0,no treatment,2018-04-12,2018-04-14,"",2018-04-17,2018-04-20,2018-10-05,8.0,0.5,40,formerly flat # BULLETS | Delivered as live flat to rich table ,2018-04-10 09:46:17 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
245,2018-04-04,pea,dun,mountain valley seed co,biostrate felt,matt,4.3,soaked 6 hrs. germinated in tupperware in dark 5 days. ,2018-04-04,2018-04-05,"",2018-04-10,2018-04-12,2018-10-05,5.7,0.35625,40,formerly flat # WANDA | ,2018-04-03 17:17:00 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
253,2018-04-05,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.75,no treatment,2018-04-06,2018-04-07,"",2018-04-10,2018-04-17,2018-10-05,9.92,0.62,40,formerly flat # THOMPSON | ,2018-04-05 08:31:08 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
266,2018-04-10,radish,daikon,handy pantry seeds & grain,biostrate felt,matt,0.8,no treatment,2018-04-11,2018-04-12,"",2018-04-14,2018-04-17,2018-10-05,13.57,0.848125,40,formerly flat # PACERS | ,2018-04-10 09:35:29 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
254,2018-04-05,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.75,no treatment,2018-04-06,2018-04-07,"",2018-04-10,2018-04-12,2018-10-05,8.0,0.5,40,formerly flat # HAT | delivered as live flat to InoVino on April 17,2018-04-05 08:31:21 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
241,2018-04-03,sunflower,black oil,rexseed,biostrate felt,matt,2.5,soaked + germinated in tupperware for 5 days,2018-04-04,2018-04-05,"",,,2018-10-05,0.0,0.0,40,"",2018-04-03 16:25:26 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
1508,2018-11-08,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.7,no treatment,2018-11-09,2018-11-10,"",,,2018-11-21,9.79,0.611875,47,"",2018-11-08 15:41:02 -0800,2018-11-20 20:14:32 -0800,,,DIGITAL,,13,,1,,false,false,
301,2018-04-18,radish,daikon,handy pantry seeds & grain,biostrate felt,matt,0.8,no treatment,2018-04-19,2018-04-19,"",2018-04-21,2018-04-23,2018-10-05,15.62,0.97625,40,formerly flat # COOK | ,2018-04-17 18:01:31 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
284,2018-04-14,broccoli,waltham 29,mountain valley seed co,biostrate felt,matt,0.35,no treatment,2018-04-15,2018-04-17,"",2018-04-21,2018-04-25,2018-10-05,5.6,0.35,40,formerly flat # MEYERS | ,2018-04-13 21:46:52 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
193,2018-03-21,broccoli,waltham 29,mountain valley seed co,biostrate felt,matt,0.4,no treatment -- holes in germ dome,2018-03-23,2018-03-25,"",2018-03-26,2018-04-05,2018-10-05,11.28,0.705,40,formerly flat # XI | 3.5oz for Joy on april 14,2018-03-21 15:49:10 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
431,2018-05-17,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.6,no treatment,2018-05-20,2018-05-20,"",2018-05-23,2018-05-26,2018-10-05,7.51,0.469375,40,formerly flat # CABALQUINTO | ,2018-05-17 16:55:24 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
281,2018-04-12,mustard,whole brown ,frontier co-op,biostrate felt,matt,0.6,no treatment,2018-04-13,2018-04-15,"",2018-04-21,2018-04-23,2018-10-05,0.0,0.0,40,"",2018-04-12 10:26:50 -0700,2018-10-05 09:38:33 -0700,,2018-04-23,,,,,1,,,,
294,2018-04-15,pea,dun,mountain valley seed co,biostrate felt,matt,10.0,soaked 6hrs in nutsol. germinated 2 days in tuperware in dark.,2018-04-17,2018-04-23,"",2018-04-23,2018-04-23,2018-10-05,0.5,0.03125,40,formerly flat # ZAZA [square flat] | the square flats with no media didn't keep the pea seeds moist enough + so under 10% of seeds succeeded to harvest,2018-04-15 12:33:16 -0700,2018-10-05 09:38:33 -0700,,2018-04-23,,,,,1,,,,
282,2018-04-14,kale,red russian,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-15,2018-04-17,"",2018-04-21,2018-04-27,2018-10-05,7.91,0.494375,40,formerly flat # MIKE | ,2018-04-13 21:44:19 -0700,2018-10-05 09:38:33 -0700,,2018-05-10,,,,,1,,,,
287,2018-04-14,mustard,whole brown ,frontier co-op,biostrate felt,matt,0.4,no treatment,2018-04-15,2018-04-17,"",,,2018-10-05,0.0,0.0,40,"",2018-04-13 21:52:11 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
296,2018-04-17,pea,dun,mountain valley seed co,biostrate felt,matt,10.2,soaked 6hrs in nutsol. germinated 4 days in tuperware in dark.,2018-04-18,2018-04-19,"",,,2018-10-05,0.0,0.0,40,"",2018-04-17 12:57:41 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
212,2018-03-28,kale,red russian,mountain valley seed co,biostrate felt,matt,0.6,no treatment,2018-03-29,2018-03-30,"",2018-04-04,2018-04-10,2018-10-05,9.03,0.564375,40,formerly flat # TRIANGLE | ,2018-03-28 12:35:18 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
246,2018-04-05,pea,dun,mountain valley seed co,biostrate felt,matt,10.0,Soaked 8hrs in germ nutsol,2018-04-06,2018-04-07,"",2018-04-10,2018-04-13,2018-10-05,7.0,0.4375,40,formerly flat # RACHAEL  | delivered as live flat to rich table,2018-04-04 20:46:13 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
302,2018-04-18,mustard,mizuna red streaks,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-19,2018-04-19,"",2018-04-23,2018-05-03,2018-10-05,3.26,0.20375,40,formerly flat # ROUND | lost ~20% due to bending,2018-04-17 18:15:43 -0700,2018-10-05 09:38:33 -0700,,2018-05-14,,,,,1,,,,
213,2018-03-28,kale,red russian,mountain valley seed co,biostrate felt,matt,0.6,no treatment. holes in germ dome. ,2018-03-29,2018-03-30,"",2018-04-04,2018-04-10,2018-10-05,9.98,0.62375,40,formerly flat # CIRCLE | 4oz harvested april 13 for jenny + tia,2018-03-28 12:35:32 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
275,2018-04-12,radish,daikon,mountain valley seed co,biostrate felt,matt,0.75,no treatment,2018-04-13,2018-04-14,"",2018-04-17,2018-04-23,2018-10-05,14.0,0.875,40,formerly flat # OM | ,2018-04-12 09:34:23 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
273,2018-04-11,cress,lepitum sativum,sprout house,biostrate felt,matt,0.4,no treatment,2018-04-13,2018-04-13,"",2018-04-14,2018-04-20,2018-10-05,5.42,0.33875,40,formerly flat # JONAS | ,2018-04-11 09:14:09 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
280,2018-04-12,mustard,whole brown ,frontier co-op,biostrate felt,matt,0.4,no treatment,2018-04-13,2018-04-15,"",2018-04-21,2018-04-23,2018-10-05,0.0,0.0,40,"",2018-04-12 10:26:30 -0700,2018-10-05 09:38:33 -0700,,2018-04-23,,,,,1,,,,
277,2018-04-12,arugula,eruca sativa,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-13,2018-04-14,"",2018-04-15,2018-04-27,2018-10-05,2.59,0.161875,40,"formerly flat # KERR | at least 30% of flat killed due to wet + bending				
",2018-04-12 09:35:03 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
276,2018-04-12,arugula,eruca sativa,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-13,2018-04-14,"",2018-04-15,2018-04-27,2018-10-05,4.53,0.283125,40,"formerly flat # STEVE | at least 20% of flat killed due to wet + bending				
",2018-04-12 09:34:53 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
279,2018-04-12,cress,lepitum sativum,sprout house,biostrate felt,matt,0.4,no treatment,2018-04-13,2018-04-15,"",2018-04-17,2018-04-28,2018-10-05,7.05,0.440625,40,formerly flat # UREN | harvested 3oz april 27 for bisou bistronomy,2018-04-12 09:43:22 -0700,2018-10-05 09:38:33 -0700,,2018-05-03,,,,,1,,,,
290,2018-04-14,cilantro,chinese parsely,kitazawa seed co,biostrate felt,matt,2.0,soaked 24hrs in nutsol. germinated in tupperwre in dark 14 days,2018-04-15,2018-04-17,"",2018-04-19,2018-04-27,2018-10-05,2.63,0.164375,40,formerly flat # TONI | ,2018-04-13 22:13:39 -0700,2018-10-05 09:38:33 -0700,,2018-05-03,,,,,1,,,,
278,2018-04-12,cress,lepitum sativum,sprout house,biostrate felt,matt,0.4,no treatment,2018-04-13,2018-04-15,"",2018-04-17,2018-04-28,2018-10-05,5.5,0.34375,40,formerly flat # NICK | ,2018-04-12 09:43:11 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
292,2018-04-15,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.75,no treatment,2018-04-16,2018-04-17,"",2018-04-21,2018-04-23,2018-10-05,6.93,0.433125,40,formerly flat # VIRGINIA | ,2018-04-15 12:17:51 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
274,2018-04-12,radish,daikon,mountain valley seed co,biostrate felt,matt,0.75,no treatment,2018-04-13,2018-04-14,"",2018-04-17,2018-04-23,2018-10-05,14.92,0.9325,40,formerly flat # MOW | ,2018-04-12 09:33:19 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
251,2018-04-05,radish,china rose,mountain valley seed co,biostrate felt,matt,0.75,no treatment,2018-04-06,2018-04-07,"",2018-04-10,2018-04-15,2018-10-05,6.63,0.414375,40,formerly flat # SHIP | 2.04oz on april 17 for horsefeather,2018-04-05 08:24:39 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
249,2018-04-05,kale,red russian,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-06,2018-04-07,"",2018-04-12,2018-04-21,2018-10-05,3.54,0.22125,40,formerly flat # MONA | over half of flat killed from bending/dragging,2018-04-05 08:16:27 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
265,2018-04-10,radish,daikon,handy pantry seeds & grain,biostrate felt,matt,0.8,no treatment,2018-04-11,2018-04-12,"",2018-04-14,2018-04-17,2018-10-05,8.0,0.5,40,formerly flat # CAVALIERS | delivered as live flat to InoVino on April 17,2018-04-10 09:35:11 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
299,2018-04-18,arugula,eruca sativa,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-19,2018-04-19,"",2018-04-23,2018-05-03,2018-10-05,2.87,0.179375,40,formerly flat # ANDRE | ,2018-04-17 18:00:55 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
300,2018-04-18,radish,daikon,handy pantry seeds & grain,biostrate felt,matt,0.8,no treatment,2018-04-19,2018-04-19,"",2018-04-23,2018-04-26,2018-10-05,12.36,0.7725,40,formerly flat # CHELSEA | ,2018-04-17 18:01:21 -0700,2018-10-05 09:38:33 -0700,,,,,,,1,,,,
270,2018-04-11,pea,dun,mountain valley seed co,biostrate felt,matt,8.0,no treatment,2018-04-13,2018-04-15,"",2018-04-19,2018-04-23,2018-10-05,14.05,0.878125,40,formerly flat # DEMAR | ,2018-04-11 09:05:43 -0700,2018-10-05 09:38:33 -0700,,2018-04-23,,,,,1,,,,
286,2018-04-14,mustard,whole brown ,frontier co-op,biostrate felt,matt,0.4,no treatment,2018-04-15,2018-04-17,"",,,2018-10-05,0.0,0.0,40,"",2018-04-13 21:51:52 -0700,2018-10-05 09:38:34 -0700,,,,,,,1,,,,
1600,2018-11-15,benitade,japanese waterpepper,kitazawa seed co,biostrate felt,matt,0.6,"",2018-11-17,2018-11-19,"",,,,,,,"",2018-11-15 16:59:19 -0800,2018-11-20 21:20:36 -0800,FRANKENST,,,111,,,1,8,false,false,""
252,2018-04-05,radish,china rose,mountain valley seed co,biostrate felt,matt,0.75,no treatment,2018-04-06,2018-04-07,"",2018-04-10,2018-04-15,2018-10-05,8.99,0.561875,40,formerly flat # KAWAKAMI | ,2018-04-05 08:24:50 -0700,2018-10-05 09:38:34 -0700,,,,,,,1,,,,
293,2018-04-15,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.75,no treatment,2018-04-16,2018-04-17,"",2018-04-21,2018-04-23,2018-10-05,8.0,0.5,40,formerly flat # EK | delivered as live flat to InoVino,2018-04-15 12:18:08 -0700,2018-10-05 09:38:34 -0700,,,,,,,1,,,,
304,2018-04-18,mustard,mizuna red streaks,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-19,2018-04-19,"",2018-04-23,2018-05-01,2018-10-05,8.0,0.5,40,formerly flat # LEBRON | delivered as live flat to InoVino on May 10,2018-04-17 18:16:09 -0700,2018-10-05 09:38:34 -0700,,,,,,,1,,,,
303,2018-04-18,mustard,mizuna red streaks,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-19,2018-04-19,"",2018-04-23,2018-05-01,2018-10-05,3.62,0.22625,40,formerly flat # BOUCHER | lost ~10% due to bending,2018-04-17 18:15:56 -0700,2018-10-05 09:38:34 -0700,,2018-05-03,,,,,1,,,,
314,2018-04-20,pea,dun,mountain valley seed co,biostrate felt,matt,8.0,Soaked 8hrs in germ nutsol,2018-04-21,2018-04-22,"",2018-04-24,2018-04-27,2018-10-05,8.0,0.5,40,formerly flat # BAM | delivered as live flat to rich table,2018-04-19 21:18:31 -0700,2018-10-05 09:38:34 -0700,,,,,,,1,,,,
311,2018-04-19,radish,china rose,mountain valley seed co,biostrate felt,matt,0.6,no treatment,2018-04-21,2018-04-22,"",2018-04-23,2018-04-26,2018-10-05,8.39,0.524375,40,formerly flat # PATRICK | some lost due to bending,2018-04-19 16:08:17 -0700,2018-10-05 09:38:34 -0700,,2018-05-03,,,,,1,,,,
260,2018-04-06,arugula,eruca sativa,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-08,2018-04-09,"",2018-04-10,2018-04-20,2018-10-05,7.81,0.488125,40,formerly flat # TSA | ,2018-04-05 20:56:55 -0700,2018-10-05 09:38:34 -0700,,,,,,,1,,,,
326,2018-04-24,radish,china rose,mountain valley seed co,biostrate felt,matt,0.5,no treatment,2018-04-25,2018-04-27,"",2018-05-01,2018-05-04,2018-10-05,7.54,0.47125,40,formerly flat # BALL | ,2018-04-24 12:48:33 -0700,2018-10-05 09:38:34 -0700,,2018-05-10,,,,,1,,,,
324,2018-04-24,kale,red russian,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-25,2018-04-27,"",2018-05-03,2018-05-08,2018-10-05,4.22,0.26375,40,formerly flat # CURRY | lost at least 20% due to bending,2018-04-24 12:43:46 -0700,2018-10-05 09:38:34 -0700,,2018-05-17,,,,,1,,,,
315,2018-04-20,pea,dun,mountain valley seed co,biostrate felt,matt,8.0,Soaked 8hrs in germ nutsol,2018-04-21,2018-04-22,"",2018-04-24,2018-04-27,2018-10-05,8.0,0.5,40,formerly flat # BELL | delivered as live flat to rich table,2018-04-19 21:18:43 -0700,2018-10-05 09:38:34 -0700,,,,,,,1,,,,
332,2018-04-25,pea,dun,mountain valley seed co,biostrate felt,matt,9.0,seed treatment id #7,2018-04-25,2018-04-27,"",2018-05-01,2018-05-04,2018-10-05,8.0,0.5,40,formerly flat # THOMPSON1 | delivered as live flat to rich table on may 4,2018-04-25 08:09:59 -0700,2018-10-05 09:38:34 -0700,,,,,,,1,,,,
295,2018-04-15,pea,dun,mountain valley seed co,biostrate felt,matt,8.0,soaked 6hrs in nutsol. germinated 2 days in tuperware in dark.,2018-04-17,2018-04-23,"",2018-04-23,2018-04-23,2018-10-05,0.45,0.028125,40,formerly flat # WEST [square flat] | the square flats with no media didn't keep the pea seeds moist enough + so under 10% of seeds succeeded to harvest,2018-04-15 12:33:34 -0700,2018-10-05 09:38:34 -0700,,2018-04-23,,,,,1,,,,
244,2018-04-04,pea,dun,mountain valley seed co,biostrate felt,matt,8.0,soaked 6 hrs. germinated in tupperware in dark 5 days. holes in germ dome.,2018-04-04,2018-04-05,"",2018-04-10,2018-04-12,2018-10-05,13.9,0.86875,40,formerly flat # PELE | 7.11oz harvested april 20 for Frank,2018-04-03 17:13:56 -0700,2018-10-05 09:38:34 -0700,,2018-04-17,,,,,1,,,,
228,2018-03-30,kale,red russian,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-03-31,2018-04-02,"",2018-04-04,2018-04-10,2018-10-05,9.26,0.57875,40,formerly flat # I | ,2018-03-30 11:30:40 -0700,2018-10-05 09:38:34 -0700,,2018-04-21,,,,,1,,,,
312,2018-04-19,mustard,mizuna red streaks,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-21,2018-04-22,"",2018-04-26,2018-05-03,2018-10-05,2.59,0.161875,40,formerly flat # LACHLAN | lost ~15% of flat due to bending,2018-04-19 16:15:01 -0700,2018-10-05 09:38:34 -0700,,2018-05-03,,,,,1,,,,
330,2018-04-24,mustard,mizuna red streaks,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-25,2018-04-26,"",2018-05-03,2018-05-07,2018-10-05,3.05,0.190625,40,formerly flat # TAJ | lost ~40% due to bending,2018-04-24 13:35:50 -0700,2018-10-05 09:38:34 -0700,,2018-05-14,,,,,1,,,,
334,2018-04-25,sunflower,black oil,rexseed,biostrate felt,matt,3.7,seed treatment id #5,2018-04-25,2018-04-27,"",2018-05-03,2018-05-08,2018-10-05,8.3,0.51875,40,formerly flat # KARL | ,2018-04-25 08:23:33 -0700,2018-10-05 09:38:34 -0700,,2018-05-09,,,,,1,,,,
316,2018-04-21,arugula,eruca sativa,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-22,2018-04-23,"",2018-04-27,2018-05-03,2018-10-05,3.45,0.215625,40,formerly flat # JAVALE | lost ~20% due to bending,2018-04-20 22:48:32 -0700,2018-10-05 09:38:34 -0700,,,,,,,1,,,,
331,2018-04-24,cress,lepitum sativum,sprout house,biostrate felt,matt,0.4,no treatment,2018-04-25,2018-04-26,"",2018-05-01,2018-05-03,2018-10-05,5.33,0.333125,40,formerly flat # BRAD | ,2018-04-24 13:38:07 -0700,2018-10-05 09:38:34 -0700,,,,,,,1,,,,
307,2018-04-18,kale,red russian,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-19,2018-04-19,"",2018-04-23,2018-05-03,2018-10-05,8.12,0.5075,40,"formerly flat # GAME4 | harvested 3 oz on may 11 for jen wanner
||
lost ~20% due to bending",2018-04-17 18:24:50 -0700,2018-10-05 09:38:34 -0700,,2018-05-14,,,,,1,,,,
298,2018-04-18,arugula,eruca sativa,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-19,2018-04-19,"",2018-04-21,2018-05-03,2018-10-05,7.0,0.4375,40,formerly flat # LOONEY | ,2018-04-17 18:00:35 -0700,2018-10-05 09:38:34 -0700,,,,,,,1,,,,
323,2018-04-21,pea,dun,mountain valley seed co,biostrate felt,matt,9.0,soaked 24 hrs in germ nutsol,2018-04-22,2018-04-23,"",2018-04-26,2018-05-03,2018-10-05,14.1,0.88125,40,formerly flat # IGUODALA | ,2018-04-20 23:41:14 -0700,2018-10-05 09:38:34 -0700,,2018-05-03,,,,,1,,,,
310,2018-04-19,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.6,no treatment,2018-04-21,2018-04-22,"",2018-04-23,2018-04-26,2018-10-05,8.82,0.55125,40,formerly flat # MCCAW | 1 oz harvested for black sands,2018-04-19 16:06:32 -0700,2018-10-05 09:38:34 -0700,,,,,,,1,,,,
322,2018-04-21,pea,dun,mountain valley seed co,biostrate felt,matt,9.0,soaked 24 hrs in germ nutsol,2018-04-22,2018-04-23,"",2018-04-26,2018-05-03,2018-10-05,14.41,0.900625,40,formerly flat # RON | ,2018-04-20 23:40:55 -0700,2018-10-05 09:38:34 -0700,,2018-05-03,,,,,1,,,,
317,2018-04-21,arugula,eruca sativa,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-22,2018-04-23,"",2018-04-27,2018-05-04,2018-10-05,8.0,0.5,40,formerly flat # YOUNG | delivered as live flat to inovino on may 4,2018-04-20 22:48:57 -0700,2018-10-05 09:38:34 -0700,,,,,,,1,,,,
320,2018-04-21,cress,lepitum sativum,sprout house,biostrate felt,matt,0.4,no treatment,2018-04-22,2018-04-23,"",2018-04-27,2018-05-04,2018-10-05,3.63,0.226875,40,formerly flat # DAMIAN | ~20% lost due to bending,2018-04-20 23:23:37 -0700,2018-10-05 09:38:34 -0700,,2018-05-11,,,,,1,,,,
333,2018-04-25,pea,dun,mountain valley seed co,biostrate felt,matt,9.0,seed treatment id #7,2018-04-25,2018-04-27,"",2018-05-01,2018-05-04,2018-10-05,8.0,0.5,40,formerly flat # KEVON | delivered as live flat to rich table on may 4,2018-04-25 08:10:43 -0700,2018-10-05 09:38:35 -0700,,,,,,,1,,,,
318,2018-04-21,arugula,eruca sativa,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-22,2018-04-23,"",2018-04-27,2018-05-04,2018-10-05,1.67,0.104375,40,formerly flat # AISHA | ~50% lost due to bending,2018-04-20 22:49:13 -0700,2018-10-05 09:38:35 -0700,,,,,,,1,,,,
1462,2018-11-02,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-10-28,2018-10-31,"",,,2018-11-15,3.35,0.209375,46,"",2018-11-02 17:38:18 -0700,2018-11-15 05:41:58 -0800,,,CHEESE,90,13,20,1,,false,false,jane
267,2018-04-10,radish,daikon,handy pantry seeds & grain,biostrate felt,matt,0.8,no treatment,2018-04-11,2018-04-12,"",2018-04-14,2018-04-17,2018-10-05,15.41,0.963125,40,formerly flat # BUCKS | ,2018-04-10 09:35:46 -0700,2018-10-05 09:38:35 -0700,,,,,,,1,,,,
309,2018-04-19,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.7,no treatment,2018-04-21,2018-04-22,"",2018-04-25,2018-04-30,2018-10-05,8.2,0.5125,40,formerly flat # LIVINGSTON | ,2018-04-19 16:05:48 -0700,2018-10-05 09:38:35 -0700,,,,,,,1,,,,
250,2018-04-05,kale,red russian,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-04-06,2018-04-07,"",2018-04-12,2018-04-19,2018-10-05,5.83,0.364375,40,formerly flat # ANGELA | ,2018-04-05 08:17:19 -0700,2018-10-05 09:38:35 -0700,,2018-04-27,,,,,1,,,,
