id,started_date,crop,crop_variety,seed_brand,medium,format,seed_weight_oz,seed_media_treatment_notes,first_emerge_date,full_emerge_date,emergence_notes,date_of_first_transplant,date_of_second_transplant,harvested_on,harvest_weight_oz,hrvst_wt_lbs,harvest_week,harvest_notes,created_at,updated_at,flat_id,date_of_third_transplant,former_flat_id,seed_treatments_id,days_to_harvest_from_sew,days_to_harvest_from_soak,room_id,current_system_id,exclude_from_freshlist,force_onto_freshlist,sewn_for
789,2018-07-21,pea,dwarf grey sugar,kitazawa seed co,biostrate felt,matt,9.0,treatment id #74,2018-07-22,2018-07-23,"",2018-07-24,2018-08-02,2018-10-05,18.15,1.134375,40,"",2018-07-21 17:50:59 -0700,2018-10-05 09:38:50 -0700,,2018-08-02,,,,,1,,,,
788,2018-07-21,pea,dwarf grey sugar,kitazawa seed co,biostrate felt,matt,9.0,treatment id #74,2018-07-22,2018-07-23,"",2018-07-24,2018-08-02,2018-10-05,18.2,1.1375,40,"",2018-07-21 17:50:42 -0700,2018-10-05 09:38:50 -0700,,2018-08-02,,,,,1,,,,
782,2018-07-22,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.0,treatment id #72,2018-07-23,2018-07-24,"",2018-07-26,2018-08-02,2018-10-05,3.65,0.228125,40,"",2018-07-21 17:25:53 -0700,2018-10-05 09:38:50 -0700,,2018-08-02,,,,,1,,,,
783,2018-07-22,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.0,treatment id #72,2018-07-23,2018-07-24,"",2018-07-26,2018-08-02,2018-10-05,4.06,0.25375,40,"",2018-07-21 17:26:11 -0700,2018-10-05 09:38:50 -0700,,2018-08-02,,,,,1,,,,
787,2018-07-22,sunflower,black oil,mountain valley seed co,biostrate felt,matt,2.5,treatment id #75,2018-07-23,2018-07-24,"",2018-07-25,2018-07-30,2018-10-05,8.4,0.525,40,"",2018-07-21 17:40:50 -0700,2018-10-05 09:38:50 -0700,,2018-07-30,,,,,1,,,,
777,2018-07-18,kale,red russian,mountain valley seed co,biostrate felt,matt,0.4,"",2018-07-26,2018-07-26,"",2018-07-24,,2018-10-05,0.0,0.0,40,"",2018-07-21 13:51:39 -0700,2018-10-05 09:38:50 -0700,,,,,,,1,,,,
836,2018-07-31,nasturtium,jewel mix,mountain valley seed co,biostrate felt,matt,7.0,treatment id #91,2018-08-01,2018-08-02,"",2018-08-03,2018-08-03,2018-10-05,11.61,0.725625,40,"",2018-07-31 15:43:25 -0700,2018-10-05 09:38:50 -0700,,2018-08-03,,,,,1,,,,
843,2018-07-31,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.0,treatment id #84,2018-08-01,2018-08-02,"",2018-08-03,2018-08-13,2018-10-05,2.55,0.159375,40,"",2018-07-31 16:21:51 -0700,2018-10-05 09:38:50 -0700,,,,,,,1,,,,
774,2018-07-18,kale,red russian,kitazawa seed co,biostrate felt,matt,0.5,no treatment,2018-07-19,2018-07-20,"",2018-07-25,2018-08-07,2018-10-05,9.98,0.62375,40,"",2018-07-21 13:30:50 -0700,2018-10-05 09:38:50 -0700,,2018-08-08,,,,,1,,,,
781,2018-07-16,basil,purple opal,mountain valley seed co,biostrate felt,matt,0.3,"",2018-07-18,2018-07-20,"",2018-07-22,2018-08-10,2018-10-05,0.0,0.0,40,"",2018-07-21 15:03:05 -0700,2018-10-05 09:38:50 -0700,,,,,,,1,,,,
792,2018-07-22,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.7,"",2018-07-23,2018-07-24,"",2018-07-25,2018-07-30,2018-10-05,8.11,0.506875,40,"",2018-07-21 18:01:28 -0700,2018-10-05 09:38:50 -0700,,2018-07-30,,,,,1,,,,
779,2018-07-06,arugula,eruca sativa,mountain valley seed co,biostrate felt,matt,0.5,"",2018-07-10,2018-07-10,"",2018-07-13,2018-07-21,2018-10-05,0.0,0.0,40,"",2018-07-21 14:00:03 -0700,2018-10-05 09:38:50 -0700,,2018-07-25,,,,,1,,,,
903,2018-08-14,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.25,treatment id #105,2018-08-15,2018-08-17,"",2018-08-19,2018-08-27,2018-10-05,4.42,0.27625,40,"",2018-08-14 08:05:48 -0700,2018-10-05 09:38:50 -0700,,,,,,,1,,,,
901,2018-08-14,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.25,treatment id #105,2018-08-15,2018-08-17,"",2018-08-19,2018-08-27,2018-10-05,3.81,0.238125,40,"",2018-08-14 08:05:26 -0700,2018-10-05 09:38:50 -0700,,,,,,,1,,,,
888,2018-08-08,basil,dark opal,mountain valley seed co,biostrate felt,matt,0.25,no treatment,2018-08-10,2018-08-11,"",2018-08-15,2018-09-16,2018-10-05,3.75,0.234375,40,"",2018-08-08 11:31:50 -0700,2018-10-05 09:38:50 -0700,,2018-09-16,,,,,1,,,,
790,2018-07-22,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.7,"",2018-07-23,2018-07-24,"",2018-07-25,2018-07-30,2018-10-05,7.79,0.486875,40,"",2018-07-21 18:01:03 -0700,2018-10-05 09:38:49 -0700,,2018-07-30,,,,,1,,,,
697,2018-07-03,broccoli,waltham 29,mountain valley seed co,biostrate felt,matt,0.5,"",2018-07-08,2018-07-13,"",2018-07-11,2018-07-21,2018-10-05,7.4,0.4625,40,formerly flat # EXPLOIT | Harvested 2 oz on ,2018-07-03 14:18:00 -0700,2018-10-05 09:38:49 -0700,,,,,,,1,,,,
705,2018-07-06,pea,dwarf grey sugar,kitazawa seed co,biostrate felt,matt,8.8,treatment id #62,2018-07-10,2018-07-12,"",2018-07-11,2018-07-16,2018-10-05,13.99,0.874375,40,formerly flat # IMPLANT | ,2018-07-06 12:34:45 -0700,2018-10-05 09:38:49 -0700,,2018-07-21,,,,,1,,,,
1657,2018-11-22,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-11-17,2018-11-19,"",,,,,,,"",2018-11-22 02:05:06 -0800,2018-11-22 02:05:06 -0800,LAND,,,113,,,1,2,false,false,""
933,2018-08-20,kohlrabi,purple vienna,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-08-21,2018-08-22,"",2018-08-24,2018-08-24,2018-10-05,5.7,0.35625,40,"",2018-08-20 12:50:23 -0700,2018-10-05 09:38:50 -0700,,2018-09-03,,,,,1,,,,
863,2018-08-01,arugula,eruca sativa,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-08-02,2018-08-03,"",2018-08-08,2018-08-15,2018-10-05,3.8,0.2375,40,1.8oz harvested august 15 for irina,2018-08-01 23:26:13 -0700,2018-10-05 09:38:50 -0700,,2018-08-17,,,,,1,,,,
954,2018-08-23,pea,dwarf gray sugar,kitazawa seed co,biostrate felt,matt,20.2,treatment id #117,2018-08-24,2018-08-24,"",2018-08-24,2018-08-30,2018-10-05,11.57,0.723125,40,"",2018-08-23 11:30:43 -0700,2018-10-05 09:38:50 -0700,,2018-08-30,,,,,1,,,,
893,2018-08-10,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.6,no treatment,2018-08-11,2018-08-12,"",2018-08-14,2018-08-19,2018-10-05,8.7,0.54375,40,"",2018-08-10 15:07:37 -0700,2018-10-05 09:38:50 -0700,,2018-08-19,,,,,1,,,,
934,2018-08-20,cabbage,red acre,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-08-21,2018-08-22,"",2018-08-24,2018-08-24,2018-10-05,5.26,0.32875,40,"",2018-08-20 12:52:08 -0700,2018-10-05 09:38:50 -0700,,2018-09-09,,,,,1,,,,
946,2018-08-20,benitade,japanese waterpepper,kitazawa seed co,biostrate felt,matt,0.5,treatment id #115,2018-08-21,2018-08-22,"",2018-08-28,2018-09-05,2018-10-05,0.93,0.058125,40,"",2018-08-20 13:41:34 -0700,2018-10-05 09:38:50 -0700,,,,,,,1,,,,
932,2018-08-20,kale,red russian,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-08-21,2018-08-22,"",2018-08-24,2018-08-24,2018-10-05,7.77,0.485625,40,"",2018-08-20 12:48:41 -0700,2018-10-05 09:38:50 -0700,,2018-09-06,,,,,1,,,,
949,2018-08-20,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.6,no treatment,2018-08-21,2018-08-22,"",2018-08-23,2018-08-24,2018-10-05,7.34,0.45875,40,"",2018-08-20 13:54:12 -0700,2018-10-05 09:38:50 -0700,,2018-09-03,,,,,1,,,,
952,2018-08-20,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.6,no treatment. ZERO SPRAYS,2018-08-21,2018-08-22,"",2018-08-24,2018-08-24,2018-10-05,7.29,0.455625,40,"",2018-08-20 13:54:46 -0700,2018-10-05 09:38:50 -0700,,,,,,,1,,,,
961,2018-08-23,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.0,treatment id #114,2018-08-24,2018-08-26,"",2018-08-28,2018-09-04,2018-10-05,3.32,0.2075,40,"",2018-08-23 12:31:41 -0700,2018-10-05 09:38:50 -0700,,,,,,,1,,,,
944,2018-08-20,swiss chard,ruby red,mountain valley seed co,biostrate felt,matt,2.5,treatment id #112,2018-08-21,2018-08-22,"",2018-08-23,2018-09-18,2018-10-05,3.97,0.248125,40,"",2018-08-20 13:35:45 -0700,2018-10-05 09:38:50 -0700,,2018-09-18,,,,,1,,,,
940,2018-08-20,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.75,treatment id #108,2018-08-21,2018-08-22,"",2018-08-23,2018-08-30,2018-10-05,2.8,0.175,40,"",2018-08-20 13:11:48 -0700,2018-10-05 09:38:50 -0700,,2018-08-30,,,,,1,,,,
939,2018-08-20,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.75,treatment id #108,2018-08-21,2018-08-22,"",2018-08-23,2018-08-30,2018-10-05,2.74,0.17125,40,"",2018-08-20 13:11:41 -0700,2018-10-05 09:38:50 -0700,,2018-08-30,,,,,1,,,,
922,2018-08-16,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.7,no treatment,2018-08-17,2018-08-19,"",2018-08-21,2018-08-21,2018-10-05,9.37,0.585625,40,"",2018-08-16 17:22:19 -0700,2018-10-05 09:38:50 -0700,,2018-08-30,,,,,1,,,,
938,2018-08-20,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.75,treatment id #108,2018-08-21,2018-08-22,"",2018-08-23,2018-08-30,2018-10-05,2.93,0.183125,40,"",2018-08-20 13:11:33 -0700,2018-10-05 09:38:50 -0700,,2018-08-30,,,,,1,,,,
924,2018-08-16,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.7,no treatment,2018-08-17,2018-08-19,"",2018-08-21,2018-08-21,2018-10-05,8.26,0.51625,40,"",2018-08-16 17:22:38 -0700,2018-10-05 09:38:50 -0700,,2018-08-28,,,,,1,,,,
936,2018-08-20,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.3,treatment id #108,2018-08-21,2018-08-22,"",2018-08-24,2018-09-03,2018-10-05,3.09,0.193125,40,"",2018-08-20 13:11:14 -0700,2018-10-05 09:38:50 -0700,,,,,,,1,,,,
948,2018-08-20,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.6,no treatment,2018-08-21,2018-08-22,"",2018-08-24,2018-08-24,2018-10-05,7.75,0.484375,40,"",2018-08-20 13:54:01 -0700,2018-10-05 09:38:50 -0700,,,,,,,1,,,,
941,2018-08-20,shiso,korean perilla,kitazawa seed co,biostrate felt,matt,0.37,treatment id #109,2018-08-21,2018-08-22,"",2018-08-28,2018-09-24,2018-10-05,6.73,0.420625,40,"",2018-08-20 13:23:15 -0700,2018-10-05 09:38:50 -0700,,2018-09-24,,,,,1,,,,
931,2018-08-17,sunflower,black oil,mountain valley seed co,biostrate felt,matt,2.55,treatment id #111,2018-08-18,2018-08-19,"",2018-08-19,2018-08-28,2018-10-05,11.68,0.73,40,"",2018-08-17 10:44:53 -0700,2018-10-05 09:38:50 -0700,,2018-08-28,,,,,1,,,,
834,2018-07-31,mustard,mizuna red streaks,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-08-02,2018-08-02,"",2018-08-08,2018-08-17,2018-10-05,5.0,0.3125,40,"",2018-07-31 15:35:41 -0700,2018-10-05 09:38:50 -0700,,2018-08-17,,,,,1,,,,
943,2018-08-20,swiss chard,ruby red,mountain valley seed co,biostrate felt,matt,2.5,treatment id #112,2018-08-21,2018-08-22,"",2018-08-23,2018-09-18,2018-10-05,3.9,0.24375,40,"",2018-08-20 13:35:36 -0700,2018-10-05 09:38:50 -0700,,2018-09-18,,,,,1,,,,
945,2018-08-20,swiss chard,ruby red,mountain valley seed co,biostrate felt,matt,2.5,treatment id #112,2018-08-21,2018-08-22,"",2018-08-23,2018-09-20,2018-10-05,2.33,0.145625,40,"",2018-08-20 13:35:53 -0700,2018-10-05 09:38:50 -0700,,2018-09-20,,,,,1,,,,
955,2018-08-23,sunflower,black oil,kitazawa seed co,biostrate felt,matt,4.8,treatment id #120,2018-08-24,2018-08-24,"",2018-08-24,2018-08-29,2018-10-05,4.45,0.278125,40,"",2018-08-23 11:34:40 -0700,2018-10-05 09:38:50 -0700,,,,,,,1,,,,
956,2018-08-23,sunflower,black oil,kitazawa seed co,biostrate felt,matt,4.8,treatment id #120,2018-08-24,2018-08-24,"",2018-08-24,2018-08-29,2018-10-05,4.93,0.308125,40,"",2018-08-23 11:34:47 -0700,2018-10-05 09:38:50 -0700,,,,,,,1,,,,
937,2018-08-20,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.75,treatment id #108,2018-08-21,2018-08-22,"",2018-08-23,2018-08-30,2018-10-05,2.41,0.150625,40,"",2018-08-20 13:11:26 -0700,2018-10-05 09:38:50 -0700,,2018-08-30,,,,,1,,,,
957,2018-08-23,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.0,treatment id #114,2018-08-24,2018-08-26,"",2018-08-28,2018-09-03,2018-10-05,3.46,0.21625,40,"",2018-08-23 12:25:28 -0700,2018-10-05 09:38:50 -0700,,,,,,,1,,,,
959,2018-08-23,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.0,treatment id #114,2018-08-24,2018-08-26,"",2018-08-28,2018-09-03,2018-10-05,3.13,0.195625,40,"",2018-08-23 12:31:24 -0700,2018-10-05 09:38:50 -0700,,,,,,,1,,,,
965,2018-08-23,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.6,no treatment,2018-08-24,2018-08-26,"",2018-08-28,2018-09-06,2018-10-05,8.9,0.55625,40,"",2018-08-23 12:48:29 -0700,2018-10-05 09:38:50 -0700,,,,,,,1,,,,
960,2018-08-23,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.0,treatment id #114,2018-08-24,2018-08-26,"",2018-08-28,2018-09-03,2018-10-05,3.39,0.211875,40,"",2018-08-23 12:31:32 -0700,2018-10-05 09:38:50 -0700,,,,,,,1,,,,
947,2018-08-20,benitade,japanese waterpepper,kitazawa seed co,biostrate felt,matt,0.5,treatment id #115,2018-08-21,2018-08-22,"",2018-08-26,2018-09-05,2018-10-05,0.92,0.0575,40,"",2018-08-20 13:41:44 -0700,2018-10-05 09:38:51 -0700,,,,,,,1,,,,
962,2018-08-23,broccoli,waltham 29,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-08-24,2018-08-26,"",2018-08-28,2018-09-10,2018-10-05,6.72,0.42,40,"",2018-08-23 12:40:54 -0700,2018-10-05 09:38:50 -0700,,2018-09-10,,,,,1,,,,
964,2018-08-23,cress,curled,mountain valley seed co,biostrate felt,matt,0.3,no treatment,2018-08-24,2018-08-26,"",2018-08-28,2018-09-09,2018-10-05,4.44,0.2775,40,"",2018-08-23 12:45:07 -0700,2018-10-05 09:38:51 -0700,,,,,,,1,,,,
879,2018-08-08,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.0,treatment id #100,2018-08-10,2018-08-10,"",2018-08-10,2018-08-19,2018-10-05,3.9,0.24375,40,"",2018-08-08 10:47:42 -0700,2018-10-05 09:38:50 -0700,,2018-08-19,,,,,1,,,,
1241,2018-10-10,sunflower,black oil,kitazawa seed co,biostrate felt,matt,4.5,"",2018-10-09,2018-10-10,"",,,2018-10-26,12.0,0.75,43,"",2018-10-10 09:30:43 -0700,2018-10-26 08:16:06 -0700,,,EH,38,16,19,1,,,,
1398,2018-10-26,mint,common,johnny's selected seeds,biostrate felt,matt,0.1,no treatment,2018-11-05,2018-11-08,"",,,,,,,"",2018-10-26 21:38:29 -0700,2018-11-08 14:32:02 -0800,CURLY,,,,,,1,2,false,false,
1658,2018-11-22,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-11-17,2018-11-19,"",,,,,,,"",2018-11-22 02:06:19 -0800,2018-11-22 02:06:19 -0800,FLY,,,113,,,1,2,false,false,""
909,2018-08-14,pea,dwarf gray sugar,kitazawa seed co,biostrate felt,matt,9.0,treatment id #99,2018-08-15,2018-08-17,"",2018-08-17,2018-08-19,2018-10-05,10.88,0.68,40,"",2018-08-14 08:37:38 -0700,2018-10-05 09:38:51 -0700,,2018-08-23,,,,,1,,,,
978,2018-08-26,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.0,treatment id #118,2018-08-26,2018-08-28,"",2018-08-30,2018-09-10,2018-10-05,4.78,0.29875,40,"",2018-08-27 23:49:28 -0700,2018-10-05 09:38:51 -0700,,2018-09-10,,,,,1,,,,
976,2018-08-26,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.0,treatment id #118,2018-08-26,2018-08-28,"",2018-08-30,2018-09-06,2018-10-05,3.6,0.225,40,"",2018-08-26 14:48:34 -0700,2018-10-05 09:38:51 -0700,,,,,,,1,,,,
971,2018-08-23,basil,genovese,mountain valley seed co,biostrate felt,matt,0.2,no treatment,2018-08-25,2018-08-26,"",2018-09-04,,2018-10-05,0.0,0.0,40,"",2018-08-23 13:04:02 -0700,2018-10-05 09:38:51 -0700,,,,,,,1,,,,
983,2018-08-28,beet,bull's blood,kitazawa seed co,biostrate felt,matt,2.2,treatment id #121,2018-08-29,2018-08-30,"",2018-08-30,2018-10-01,2018-10-05,2.22,0.13875,40,"",2018-08-28 15:26:00 -0700,2018-10-05 09:38:51 -0700,,2018-10-01,,,,,1,,,,
968,2018-08-23,basil,dark opal,mountain valley seed co,biostrate felt,matt,0.2,no treatment,2018-08-25,2018-08-26,"",2018-09-04,,2018-10-05,0.0,0.0,40,"",2018-08-23 13:01:15 -0700,2018-10-05 09:38:51 -0700,,,,,,,1,,,,
986,2018-08-28,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.6,no treatment,2018-08-30,2018-08-31,"",2018-09-03,2018-09-05,2018-10-05,8.33,0.520625,40,"",2018-08-28 15:39:47 -0700,2018-10-05 09:38:51 -0700,,2018-09-10,,,,,1,,,,
995,2018-08-30,sunflower,black oil,kitazawa seed co,biostrate felt,matt,3.5,treatment id #129,2018-08-31,2018-09-01,"",2018-09-03,2018-09-03,2018-10-05,9.88,0.6175,40,"",2018-08-30 15:57:44 -0700,2018-10-05 09:38:51 -0700,,2018-09-09,,,,,1,,,,
935,2018-08-20,arugula,eruca sativa,mountain valley seed co,biostrate felt,matt,0.3,no treatment,2018-08-21,2018-08-22,"",2018-08-23,2018-08-24,2018-10-05,2.23,0.139375,40,2.23 harvested for inovino on aug 29,2018-08-20 12:54:47 -0700,2018-10-05 09:38:51 -0700,,2018-08-29,,,,,1,,,,
967,2018-08-23,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.8,no treatment,2018-08-24,2018-08-26,"",2018-08-28,2018-09-06,2018-10-05,13.38,0.83625,40,"",2018-08-23 12:48:55 -0700,2018-10-05 09:38:51 -0700,,,,,,,1,,,,
975,2018-08-26,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.0,treatment id #118,2018-08-26,2018-08-28,"",2018-08-30,2018-09-10,2018-10-05,4.63,0.289375,40,"",2018-08-26 14:48:21 -0700,2018-10-05 09:38:51 -0700,,2018-09-10,,,,,1,,,,
950,2018-08-20,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.6,no treatment,2018-08-21,2018-08-22,"",2018-08-23,2018-08-24,2018-10-05,8.0,0.5,40,delivered as live flat to inovino on aug 29,2018-08-20 13:54:19 -0700,2018-10-05 09:38:51 -0700,,,,,,,1,,,,
970,2018-08-23,basil,genovese,mountain valley seed co,biostrate felt,matt,0.2,no treatment,2018-08-25,2018-08-26,"",2018-09-04,,2018-10-05,0.0,0.0,40,"",2018-08-23 13:03:52 -0700,2018-10-05 09:38:51 -0700,,,,,,,1,,,,
987,2018-08-28,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.6,no treatment,2018-08-30,2018-08-31,"",2018-09-03,2018-09-05,2018-10-05,8.19,0.511875,40,"",2018-08-28 15:39:55 -0700,2018-10-05 09:38:51 -0700,,2018-09-13,,,,,1,,,,
974,2018-08-26,sunflower,black oil,kitazawa seed co,biostrate felt,matt,4.58,treatment id #124,2018-08-26,2018-08-28,"",2018-08-30,2018-09-11,2018-10-05,10.09,0.630625,40,"",2018-08-26 14:30:43 -0700,2018-10-05 09:38:51 -0700,,,,,,,1,,,,
981,2018-08-28,beet,bull's blood,kitazawa seed co,biostrate felt,matt,2.5,treatment id #121,,2018-08-30,"",2018-08-30,2018-10-01,2018-10-05,2.22,0.13875,40,"",2018-08-28 15:23:13 -0700,2018-10-05 09:38:51 -0700,,2018-10-01,,,,,1,,,,
953,2018-08-23,pea,dwarf gray sugar,kitazawa seed co,biostrate felt,matt,20.2,treatment id #117,2018-08-24,2018-08-24,"",2018-08-24,2018-08-30,2018-10-05,25.05,1.565625,40,"",2018-08-23 11:30:30 -0700,2018-10-05 09:38:51 -0700,,2018-08-30,,,,,1,,,,
990,2018-08-28,mustard (1/2),mizuna,mountain valley seed co,biostrate felt,matt,0.2,no treatment,2018-08-29,2018-08-30,"",2018-09-03,2018-09-05,2018-10-05,2.22,0.13875,40,"",2018-08-28 15:52:40 -0700,2018-10-05 09:38:51 -0700,,2018-09-16,,,,,1,,,,
991,2018-08-28,arugula (1/2),eruca sativa,mountain valley seed co,biostrate felt,matt,0.2,no treatment,2018-08-29,2018-08-30,"",2018-09-03,2018-09-05,2018-10-05,2.22,0.13875,40,"",2018-08-28 15:52:58 -0700,2018-10-05 09:38:51 -0700,,2018-09-16,,,,,1,,,,
969,2018-08-23,basil,dark opal,mountain valley seed co,biostrate felt,matt,0.2,no treatment,2018-08-25,2018-08-26,"",2018-09-04,,2018-10-05,0.0,0.0,40,"",2018-08-23 13:01:24 -0700,2018-10-05 09:38:51 -0700,,,,,,,1,,,,
989,2018-08-28,broccoli (1/2),waltham 29,mountain valley seed co,biostrate felt,matt,0.2,no treatment,2018-08-29,2018-08-30,"",2018-09-03,2018-09-05,2018-10-05,2.92,0.1825,40,"",2018-08-28 15:50:04 -0700,2018-10-05 09:38:51 -0700,,2018-09-16,,,,,1,,,,
966,2018-08-23,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.7,no treatment,2018-08-24,2018-08-26,"",2018-08-28,2018-08-30,2018-10-05,9.89,0.618125,40,"",2018-08-23 12:48:41 -0700,2018-10-05 09:38:51 -0700,,,,,,,1,,,,
988,2018-08-28,kale (1/2),red russian,mountain valley seed co,biostrate felt,matt,0.2,no treatment,2018-08-29,2018-08-30,"",2018-09-03,2018-09-05,2018-10-05,2.41,0.150625,40,"",2018-08-28 15:49:50 -0700,2018-10-05 09:38:51 -0700,,2018-09-16,,,,,1,,,,
982,2018-08-28,beet,bull's blood,kitazawa seed co,biostrate felt,matt,2.2,treatment id #121,2018-08-29,2018-08-31,"",2018-08-31,2018-09-05,2018-10-05,2.22,0.13875,40,"",2018-08-28 15:25:49 -0700,2018-10-05 09:38:51 -0700,,,,,,,1,,,,
980,2018-08-28,beet,bull's blood,kitazawa seed co,biostrate felt,matt,3.0,treatment id #121,,2018-08-30,"",2018-08-30,2018-10-01,2018-10-05,2.22,0.13875,40,"",2018-08-28 15:23:02 -0700,2018-10-05 09:38:51 -0700,,2018-10-01,,,,,1,,,,
999,2018-08-30,pea,dwarf gray sugar,kitazawa seed co,biostrate felt,matt,8.3,treatment id #130,2018-08-31,2018-09-01,"",2018-09-03,2018-09-03,2018-10-05,5.33,0.333125,40,"",2018-08-30 16:06:59 -0700,2018-10-05 09:38:51 -0700,,,,,,,1,,,,
890,2018-08-10,mustard,mizuna red streaks,mountain valley seed co,biostrate felt,matt,0.5,no treatment,2018-08-11,2018-08-12,"",2018-08-14,2018-08-17,2018-10-05,4.88,0.305,40,"",2018-08-10 15:01:24 -0700,2018-10-05 09:38:51 -0700,,,,,,,1,,,,
996,2018-08-30,sunflower,black oil,kitazawa seed co,biostrate felt,matt,3.45,treatment id #129,2018-08-31,2018-09-01,"",2018-09-03,2018-09-03,2018-10-05,10.02,0.62625,40,"",2018-08-30 15:57:56 -0700,2018-10-05 09:38:51 -0700,,2018-09-09,,,,,1,,,,
994,2018-08-30,sunflower,black oil,kitazawa seed co,biostrate felt,matt,3.5,treatment id #129,2018-08-31,2018-09-01,"",2018-09-03,2018-09-03,2018-10-05,11.64,0.7275,40,"",2018-08-30 15:57:36 -0700,2018-10-05 09:38:51 -0700,,2018-09-09,,,,,1,,,,
998,2018-08-30,pea,dwarf gray sugar,kitazawa seed co,biostrate felt,matt,15.0,treatment id #130,2018-08-31,2018-09-01,"",2018-09-03,2018-09-03,2018-10-05,19.65,1.228125,40,"",2018-08-30 16:06:34 -0700,2018-10-05 09:38:51 -0700,,2018-09-09,,,,,1,,,,
902,2018-08-14,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.25,treatment id #105,2018-08-15,2018-08-17,"",2018-08-19,2018-08-27,2018-10-05,3.13,0.195625,40,"",2018-08-14 08:05:39 -0700,2018-10-05 09:38:51 -0700,,,,,,,1,,,,
992,2018-08-28,cabbage (1/2),red acre,mountain valley seed co,biostrate felt,matt,0.2,no treatment,2018-08-29,2018-08-30,"",2018-09-03,2018-09-18,2018-10-05,2.98,0.18625,40,"",2018-08-28 15:55:57 -0700,2018-10-05 09:38:51 -0700,,2018-09-18,,,,,1,,,,
972,2018-08-26,sunflower,black oil,kitazawa seed co,biostrate felt,matt,4.66,treatment id #124,2018-08-26,2018-08-28,"",2018-08-30,2018-09-13,2018-10-05,14.3,0.89375,40,"",2018-08-26 14:30:15 -0700,2018-10-05 09:38:51 -0700,,2018-09-13,,,,,1,,,,
1245,2018-10-10,sunflower,black oil,kitazawa seed co,biostrate felt,matt,4.0,"",2018-10-09,2018-10-10,"",,,2018-10-25,13.3,0.83125,43,"",2018-10-10 09:34:06 -0700,2018-10-25 16:10:09 -0700,,,SHERRIF,38,15,18,1,,,,
1659,2018-11-22,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-11-17,2018-11-19,"",,,,,,,"",2018-11-22 02:06:30 -0800,2018-11-22 02:06:30 -0800,SOLID,,,113,,,1,2,false,false,""
1219,2018-10-09,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,1.5,"",2018-09-28,2018-10-02,"",,,2018-10-15,0.0,0.0,42,"",2018-10-09 01:51:19 -0700,2018-10-14 22:44:12 -0700,,,FRY,29,6,19,1,,false,false,
1006,2018-08-31,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.6,no treatment,2018-09-01,2018-09-03,"",2018-09-04,2018-09-11,2018-10-05,8.0,0.5,40,delivered as live flat to InoVino on Sept 11,2018-08-31 12:27:57 -0700,2018-10-05 09:38:51 -0700,,,,,,,1,,,,
